1	This film could be one of the most underrated film of Bollywood history This blockbuster had all of it good performances music and direction I remember I was in Allahabad when this movie was running and it was somewhere in March at Holi time the people there were playing its song Ooe Amma at their loudspeakers in highest volume If someone who likes to watch Some Like It Hot and drools over Marilyn Monroe he should see this movie Thumbs Up to Govinda How many of you know that this film was shot in South of India and after Sholay could be one of the very few blockbuter to hit Silver Screen With films like these Indian comedy could never be dead
1	Four stories written by Robert Bloch about various people who live in a beautiful old mansion and what happens to them The first has Denholm Elliott as a novelist who sees the killer he s writing about come to life Some spooky moments and the twist at the end was good The second has Peter Cushing becoming obsessed with a wax figure resembling his dead wife The third has Christopher Lee who has a child Chloe Franks and is scared of her It all leads up to a pretty scary ending although the ending in the story was MUCH worse The last is an out and out comedy with Jon Petwee and Ingrid Pitt both chewing the scenery and a cape that turns people into vampires There s also a cute line about Christopher Lee playing Dracula This is a good horror anthology nothing terrifying but the first one and the ending of the third gave me a few pleasurable little chills Also the fourth one is actually very funny and Pitt makes a VERY sexy vampire Also the house itself looks beautiful and very creepy It s well directed with some nice atmospheric touches A very good and unusual movie score too All in all a good little horror anthology well worth seeking out Try to see it on DVD the Lions Gate one looks fantastic with strong colors and great sound
0	I really have no idea how to comment on this movie The special effects were lackluster the acting was terrible and if there was a plot to it all it was on the back of the box I don t think I can remember a movie being THIS bad in a long time and I m a big fan of lesbian sex and boobies Even that couldn t save this movie from being just a terrible excuse to pay someone to stand or lay in this case in front of a camera I was pretty much let down by the overall zombie effect Since apparently in this movie zombies are so commonplace that running over a couple here and there and casually talking about it at a gas station one with an in house windshield repair but no interior bathroom the zombie movie genre isn t even a factor until the end Even then a cameo by a dozen zombies ripping off a girl s clothes doesn t really constitute being a zombie movie On to the vampires Apparently all the zombies are male and all the vampires are female which is OK by me I m not sure how vampires are out in the daylight or the why how of a soldier vampire came to be standing in the middle of the road still holding his gun with a stake through his heart just waiting for the Queen of the Vampires to flick it all the way through The last segment in the old nunnery made no sense and when one hot lesbian vampire asks the other hot lesbian vampire Do you think we did the right thing by killing the two apparent heroes in the movie that about put it over the top The acting and special effects were at an all time low also You could almost see the hoses that the fake blood was pumped out of during the closeup of the zombie who got ran over by the General Speaking of the General where did they find THIS Kenny Rogers look alike anyways No idea what he was the General of aside of generally confusing and misplaced All in all watch the movie if you have nothing better to do or if you have the strong urge to waste Just my
1	I just saw Hot Millions on TCM and I had completely forgotten this gem Ustinov creates a clever and divisive plot that has him cleverly going from two bit con man to ingenious Well you ll see Maggie Smith is perfect as the bumbling secretary neighbor who has a tough time holding a job but has a warm and vibrant personality that beams through in this picture She creates a fine portrayal of a warm witty and real person who in the long run well Molden and Newhart as top executives take on the challenge of making what could be banal roles and make them come out into a comic life of their own Robert Morley and Ceasar Romero are just a pleasure to see and I know at least in Romero s case Ustinov is extending a helping hand of work This film is meant to be a shot back at the rising computer age and it s problems for the average con man or man for that matter but in fact the characters are so involving and so much fun to watch that the computer sub plot is almost lost I say almost Let down your usual expectations of modern comedy and look for the great performances and friendly forgiving and deeply involving plot in this picture
0	this is the perfect example of something great going awfully bad hence can i advice anyone to watch it well i was kinda obliged by the fact that in was in the tiff competition i still can t believe it won and i only remained until the end because the director was there for a q a section but that was also anything but interesting what s it about well the first half the worth watching one presents three characters a hooker a musician and some kind of official the first two lie about their professions but the third is the actual liar the second half do something else don t ruin a good evening includes some old breasts and heavy drinking but maybe you will see it completely different the tiff jury did were they drinking vodka
0	This movie bewilders me It may be that I m just a stupid American but I really just don t get Blows Everything I ve read about this movie has been a total rave but I just couldn t stay interested I m sure that it was as revolutionary in film making as all the critics say but when it boils right down to it it s just really really boring Maybe it s the language barrier may I m just not sensitive or artsy enough but whatever the case is I hated this movie The story itself isn t bad it s about a young French boy who is treated unfairly by his parents and his teachers and eventually he ends up in a juvenile facility That in itself ought to be interesting and it was at first There was nothing wrong with the dialogue but then again it s hard to say because half of the conversations weren t subtitled and for no apparent reason so I didn t always know what was going on But for the dialogue we could understand it made enough sense The actors were believable enough but it s hard to say what a real person would do in these situations So you feel for the main character but only in the sense that when he gets into trouble you think well that sucks The plot isn t even your typical plot Each time he gets in trouble he gets into more trouble than the last time but the reasons never vary too much And through the entire film you realize that there s nothing the main character can really do about it So it s more like just waiting to see how it ends The ending by the way was completely over my head It s way too artsy for me and I just didn t get it Leading up to the end was easy enough to follow The structure was certainly there and it made sense as well but everything was really drawn out For the amount of dialogue and significant moments the movie could have been an hour shorter It just didn t end Part of it was the unnecessarily long shots none of which were especially memorable for example the ending was a clip of the main character running down a country road that lasted a good thirty seconds Now I m sure that had some deeper meaning in it somewhere but for the average viewer I d rather have gotten up to get some more food during that time Or at least done something a little more useful than sit and watch this boy running like doing my laundry or taking a nap Final Verdict The feeling throughout the whole movie was that this probably would be very moving and just amazing and that it would teach me some great life lesson if I could only get what the director was trying to say by his unique decisions As it was I just felt cheated out of a good two hours of my life
0	Ugh what can I say other than ugh I rented this film because it was labeled as a sequel to the original Vampires This movie could not have been any lamer Lacking not only in plot but the acting is atrocious Combined with some obvious plot holes makes this movie a very hard one to watch Many times I questioned my own sanity at continuing to watch the film long after the plot had jumped the shark Here s a sampling of the lamer aspects SPOILERS Professional Slayer insists on sleeping outdoors by himself at night He wakes up to a woman crying sitting no more than feet from him in the middle of nowhere He immediately goes to comfort her without questioning her sudden appearance She goes from crying to seducing him and he lets it happen with obvious results One of the main characters is Zoe was bitten by a Vampire but as long as she takes these experimental pills she got in Mexico City she s fine although her body temperature is below room temperature Guard outside of monastery where hero is staying the night is killed by vampires hero leaves the next day He then returns a day later only to be surprised that the vampires attacked the monastery the night after he left avoid this movie
0	Florence Chadwick was actually the far more accomplished swimmer of course She swam the English Channel both directions She swam from Catalina Island to the California coast Marilyn Bell s is a sweet story but the usual glorification of us Canadians in the face of a superior world Another sample of our inferiority complex Our political system works pretty well and the health system allows people not to die in hospital lobbies That s pretty good Better than Lebanon What should we do about hockey though And curling The notion of calling this a sport of its inclusion in the Olympics ah but we digress
1	After all the crap that Hollywood and the Indies have churned out we finally get a movie that delivers some scary moments There are some clich d moments but I m not sure it s possible nowadays to make an entirely original movie There s not much new here it s just done well Make sure and pay attention as the subtle scares come quickly and often This is not a movie to watch while you re eating pizza There s one very well written red herring in this movie and unfortunately one very poorly cast role Cheri Christian just doesn t make an effective Julie the wife mother For one thing she s totally unsympathetic I know I know she s just gone through a traumatic experience But the viewer never gets to know her as she normally is and the relationship between her and her husband is rather discomforting in an unintentional way I think that the director had meant for us to have some sympathy for her but I never did Finally a thumbs up for the ending which is both disturbing and satisfying It could easily have been cheapened with a sound effect at the beginning of the end credits but the director wisely resisted This is not a masterpiece by any means but it IS a good old fashioned scary movie something that s rather rare nowadays
1	Maybe I loved this movie so much in part because I ve been feeling down in the dumps and it s such a lovely little fairytale Whatever the reason I thought it was pitch perfect Great intelligent story beautiful effects excellent acting especially De Niro who is awesome This movie made me happier than I ve been for a while It is a very funny and clever movie The running joke of the kingdom s history of prince savagery and the aftermath the way indulging in magic effects the witch and dozens of smart little touches all kept me enthralled That s much of what makes it so good it s an elaborate special effects laden movie with more story than most fairytale movies yet there is an incredible attention to small things I feel like just going ahead and watching it all over again
